280175, 0
173506, 1
166922, 2
181720, 3
130766, 4
131169, 5
130601, 6
130650, 7
130927, 8
130931, 9
130760, 10
130904, 11
130928, 12
130849, 13
130860, 14
130661, 15
130954, 16
158331, 17
130776, 18
131135, 19
131018, 20
131127, 21
130846, 22
131061, 23
130958, 24
130870, 25
131085, 26
130858, 27
165090, 28
156995, 29
124239, 30
145858, 31
121894, 32
120575, 33
137335, 34
120864, 35
120489, 36
120760, 37
120627, 38
148880, 39
120616, 40
120798, 41
120801, 42
120581, 43
132003, 44
116014, 45
115884, 46
127190, 47
116433, 48
116338, 49
116122, 50
164067, 51
155109, 52
130757, 53
130834, 54
151285, 55
116426, 56
116290, 57
115802, 58
116609, 59
116433, 60
116292, 61
116576, 62
116517, 63
116044, 64
116491, 65
116216, 66
116270, 67
116573, 68
116247, 69
129324, 70
116394, 71
117376, 72
117323, 73
116264, 74
116158, 75
116444, 76
116608, 77
116342, 78
142124, 79
116452, 80
116015, 81
116537, 82
116256, 83
116267, 84
116517, 85
116159, 86
116227, 87
127842, 88
138982, 89
116114, 90
116355, 91
140003, 92
116302, 93
116140, 94
116370, 95
116591, 96
116334, 97
116650, 98
116374, 99
116351, 100
116080, 101
116324, 102
116225, 103
116373, 104
116673, 105
116538, 106
116846, 107
116836, 108
117219, 109
116220, 110
117517, 111
125303, 112
116526, 113
116751, 114
116169, 115
116411, 116
128352, 117
114881, 118
112189, 119
112264, 120
112242, 121
112079, 122
112147, 123
112183, 124
112122, 125
112500, 126
132278, 127
112396, 128
124561, 129
112411, 130
112239, 131
112142, 132
112334, 133
112928, 134
112207, 135
112258, 136
112138, 137
124311, 138
112328, 139
112186, 140
112650, 141
113288, 142
113143, 143
284110, 144
122523, 145
112907, 146
112512, 147
112120, 148
124568, 149
108204, 150
107993, 151
108052, 152
108160, 153
108128, 154
108235, 155
108535, 156
108424, 157
108406, 158
108008, 159
108244, 160
108291, 161
108390, 162
108198, 163
108369, 164
108402, 165
108210, 166
108107, 167
135130, 168
104660, 169
104673, 170
119608, 171
104771, 172
105011, 173
104755, 174
104597, 175
104832, 176
104344, 177
104705, 178
104761, 179
111172, 180
104614, 181
104664, 182
104804, 183
119961, 184
105674, 185
115558, 186
101117, 187
124289, 188
102810, 189
101467, 190
101684, 191
101399, 192
101190, 193
101447, 194
111518, 195
101267, 196
101221, 197
101153, 198
101409, 199
101605, 200
110691, 201
101701, 202
101232, 203
101602, 204
101420, 205
101339, 206
101577, 207
101362, 208
101575, 209
101546, 210
101256, 211
101414, 212
101198, 213
112851, 214
98173, 215
98488, 216
98251, 217
103624, 218
98325, 219
98031, 220
98291, 221
98045, 222
98032, 223
109691, 224
95073, 225
105377, 226
95261, 227
95511, 228
95346, 229
95322, 230
95378, 231
95171, 232
95215, 233
95255, 234
95108, 235
113171, 236
95440, 237
95270, 238
95189, 239
113869, 240
95249, 241
95238, 242
95127, 243
117598, 244
93389, 245
130353, 246
92580, 247
92818, 248
92296, 249
92372, 250
92416, 251
92498, 252
92932, 253
107700, 254
95155, 255
106568, 256
95933, 257
103755, 258
678961, 259
95692, 260
114928, 261
95286, 262
97149, 263
96208, 264
95272, 265
95625, 266
95436, 267
95896, 268
97018, 269
97304, 270
95409, 271
95894, 272
96323, 273
95415, 274
94924, 275
95202, 276
95375, 277
107903, 278
92509, 279
92496, 280
92426, 281
92387, 282
92509, 283
92320, 284
92467, 285
92435, 286
92733, 287
147593, 288
195533, 289
183406, 290
148857, 291
125049, 292
129743, 293
2118928, 294
209929, 295
166786, 296
165997, 297
155041, 298
162724, 299
152561, 300
146869, 301
118048, 302
131323, 303
92481, 304
92241, 305
92263, 306
92205, 307
92316, 308
104141, 309
104572, 310
89890, 311
89756, 312
89534, 313
